time,deviceName,max_dB,class_label,average_dB,stdev,rssi,snr
2025-12-13 01:20:58,INMP441,57.9,Background Noise,54.3,1.67,-104,10.3
2025-12-13 01:21:58,INMP441,58.1,Background Noise,54.6,1.49,-109,6.5
2025-12-13 01:22:58,INMP441,57.7,Background Noise,54.5,1.88,-109,6.3
2025-12-13 01:23:58,INMP441,58.0,Background Noise,54.4,1.76,-108,6.5
2025-12-13 01:24:58,INMP441,58.3,Background Noise,54.5,1.85,-104,10.0
2025-12-13 01:25:58,INMP441,58.1,Background Noise,54.4,1.73,-106,7.3
2025-12-13 01:26:58,INMP441,58.4,Background Noise,54.6,1.46,-109,7.0
2025-12-13 01:27:58,INMP441,57.9,Background Noise,54.6,1.67,-109,6.3
2025-12-13 01:28:58,INMP441,58.4,Background Noise,54.6,1.47,-104,8.0
2025-12-13 01:29:58,INMP441,59.0,Background Noise,54.4,1.53,-104,9.0
2025-12-13 01:30:58,INMP441,58.6,Background Noise,54.5,1.53,-105,9.0
2025-12-13 01:31:58,INMP441,58.4,Background Noise,54.5,1.68,-110,5.0
2025-12-13 01:32:59,INMP441,58.0,Background Noise,54.5,1.35,-104,10.5
2025-12-13 01:33:59,INMP441,57.7,Background Noise,54.6,1.37,-108,6.5
2025-12-13 01:34:59,INMP441,59.5,Background Noise,54.6,1.54,-107,8.3
2025-12-13 01:35:59,INMP441,59.0,Background Noise,54.7,1.45,-108,7.0
2025-12-13 01:36:59,INMP441,58.1,Background Noise,54.6,1.63,-107,7.8
2025-12-13 01:37:59,INMP441,58.9,Background Noise,54.6,1.56,-106,8.8
2025-12-13 01:38:59,INMP441,57.9,Background Noise,54.6,1.33,-106,7.0
2025-12-13 01:39:59,INMP441,57.7,Background Noise,54.6,1.59,-104,10.0
2025-12-13 01:40:59,INMP441,58.5,Background Noise,54.5,1.72,-109,5.8
2025-12-13 01:41:59,INMP441,58.5,Background Noise,54.6,1.52,-108,7.3
2025-12-13 01:42:59,INMP441,57.4,Background Noise,54.5,1.44,-105,9.3
2025-12-13 01:43:59,INMP441,58.0,Background Noise,54.6,1.75,-107,7.3
2025-12-13 01:44:59,INMP441,58.1,Background Noise,54.8,1.41,-106,8.5
2025-12-13 01:45:59,INMP441,58.0,Background Noise,54.5,1.42,-106,8.5
2025-12-13 01:46:59,INMP441,58.1,Background Noise,54.6,1.43,-107,8.0
2025-12-13 01:47:59,INMP441,58.0,Background Noise,54.5,1.78,-104,10.3
2025-12-13 01:48:59,INMP441,57.3,Background Noise,54.3,1.64,-104,10.3
2025-12-13 01:49:59,INMP441,58.5,Background Noise,54.6,1.48,-106,8.8
2025-12-13 01:50:59,INMP441,58.7,Background Noise,54.6,1.51,-105,7.5
2025-12-13 01:51:59,INMP441,58.7,Background Noise,54.6,1.53,-106,4.8
2025-12-13 01:52:59,INMP441,57.8,Background Noise,54.5,1.43,-107,8.0
2025-12-13 01:53:59,INMP441,58.6,Background Noise,54.4,1.55,-104,9.8
2025-12-13 01:54:59,INMP441,58.8,Background Noise,54.6,1.52,-105,9.0
2025-12-13 01:55:59,INMP441,59.0,Background Noise,54.6,1.55,-104,8.0
2025-12-13 01:56:59,INMP441,58.4,Background Noise,54.7,1.4,-107,7.0
2025-12-13 01:57:59,INMP441,58.0,Background Noise,54.6,1.59,-106,8.5
2025-12-13 01:59:00,INMP441,58.2,Background Noise,54.5,1.69,-103,10.5
2025-12-13 02:00:00,INMP441,58.6,Background Noise,54.5,1.38,-106,9.0
2025-12-13 02:01:00,INMP441,58.4,Background Noise,54.6,1.68,-107,8.3
2025-12-13 02:02:00,INMP441,58.8,Background Noise,54.6,1.43,-104,10.3
2025-12-13 02:03:00,INMP441,60.1,Background Noise,54.4,1.45,-110,5.8
2025-12-13 02:04:00,INMP441,58.4,Background Noise,54.6,1.7,-106,8.5
2025-12-13 02:05:00,INMP441,57.9,Background Noise,54.4,1.76,-109,5.8
2025-12-13 02:06:00,INMP441,59.1,Background Noise,54.7,1.61,-104,11.0
2025-12-13 02:07:00,INMP441,58.4,Background Noise,54.6,1.4,-105,8.3
2025-12-13 02:08:00,INMP441,58.0,Background Noise,54.5,1.42,-108,7.0
2025-12-13 02:09:00,INMP441,57.8,Background Noise,54.5,1.77,-107,8.0
2025-12-13 02:10:00,INMP441,58.2,Background Noise,54.4,1.94,-105,10.3
2025-12-13 02:11:00,INMP441,59.2,Background Noise,54.7,1.37,-107,8.3
2025-12-13 02:12:00,INMP441,59.0,Background Noise,54.5,1.5,-107,8.5
2025-12-13 02:13:00,INMP441,58.4,Background Noise,54.4,1.5,-105,8.3
2025-12-13 02:14:00,INMP441,57.9,Background Noise,54.7,1.42,-104,10.3
2025-12-13 02:15:00,INMP441,58.1,Background Noise,54.7,1.49,-110,5.0
2025-12-13 02:16:00,INMP441,58.4,Background Noise,54.6,1.48,-108,7.0
2025-12-13 02:17:00,INMP441,58.0,People,54.6,1.7,-108,7.5
2025-12-13 02:18:00,INMP441,58.3,Background Noise,54.7,1.69,-104,11.0
2025-12-13 02:19:00,INMP441,57.7,Background Noise,54.6,1.4,-107,8.3
2025-12-13 02:20:00,INMP441,58.1,Background Noise,54.5,1.43,-107,6.5
2025-12-13 02:21:00,INMP441,58.3,Background Noise,54.8,1.42,-104,10.8
2025-12-13 02:22:00,INMP441,57.6,Background Noise,54.6,1.6,-109,6.5
2025-12-13 02:23:01,INMP441,58.1,Background Noise,54.6,1.68,-110,4.5
2025-12-13 02:24:01,INMP441,58.4,Background Noise,54.7,1.28,-111,4.5
2025-12-13 02:25:01,INMP441,58.1,Background Noise,54.6,1.5,-110,5.5
2025-12-13 02:26:01,INMP441,59.4,Background Noise,54.4,2.12,-109,5.8
2025-12-13 02:27:01,INMP441,57.5,Background Noise,54.3,1.44,-104,10.5
2025-12-13 02:28:01,INMP441,57.7,Background Noise,54.2,1.61,-107,8.3
2025-12-13 02:29:01,INMP441,58.6,Background Noise,54.3,1.93,-103,11.0
2025-12-13 02:30:01,INMP441,57.9,Background Noise,54.4,1.48,-107,0.3
2025-12-13 02:31:01,INMP441,58.3,Background Noise,54.5,1.83,-104,8.3
2025-12-13 02:32:01,INMP441,58.3,Background Noise,54.5,1.75,-110,4.3
2025-12-13 02:33:01,INMP441,58.7,Background Noise,54.5,1.68,-105,8.3
2025-12-13 02:34:01,INMP441,57.7,Background Noise,54.5,1.7,-108,7.0
2025-12-13 02:35:01,INMP441,58.8,Background Noise,54.4,1.45,-109,7.0
2025-12-13 02:36:01,INMP441,58.3,Background Noise,54.5,1.45,-105,10.0
2025-12-13 02:37:01,INMP441,58.7,Background Noise,54.7,1.53,-108,7.3
2025-12-13 02:38:01,INMP441,58.3,Background Noise,54.4,1.75,-109,2.5
2025-12-13 02:39:01,INMP441,58.0,Background Noise,54.3,2.15,-106,8.8
2025-12-13 02:40:01,INMP441,58.0,Background Noise,54.3,1.64,-111,3.5
2025-12-13 02:41:01,INMP441,58.3,Background Noise,54.5,1.61,-105,8.3
2025-12-13 02:42:01,INMP441,58.1,Background Noise,54.4,1.88,-105,7.3
2025-12-13 02:43:01,INMP441,57.5,Background Noise,54.6,1.43,-108,6.5
2025-12-13 02:44:01,INMP441,58.1,Background Noise,54.6,1.48,-108,6.0
2025-12-13 02:45:01,INMP441,58.0,Background Noise,54.4,1.46,-108,6.3
2025-12-13 02:46:01,INMP441,58.8,Background Noise,54.4,1.99,-110,4.5
2025-12-13 02:47:01,INMP441,58.2,Background Noise,54.6,1.4,-104,9.0
2025-12-13 02:48:02,INMP441,58.6,People,54.6,1.39,-110,5.0
2025-12-13 02:49:02,INMP441,58.1,Background Noise,54.5,1.37,-105,8.5
2025-12-13 02:50:02,INMP441,57.8,Background Noise,54.3,1.65,-108,6.0
2025-12-13 02:51:02,INMP441,57.9,Background Noise,54.5,1.44,-109,2.8
2025-12-13 02:52:02,INMP441,57.9,Background Noise,54.2,2.14,-107,6.8
2025-12-13 02:53:02,INMP441,58.4,Background Noise,54.5,1.52,-110,4.5
2025-12-13 02:54:02,INMP441,58.0,Background Noise,54.4,1.35,-111,4.3
2025-12-13 02:55:02,INMP441,58.4,Background Noise,54.6,1.39,-105,8.8
2025-12-13 02:56:02,INMP441,58.9,Background Noise,54.3,1.7,-114,0.5
2025-12-13 02:57:02,INMP441,57.6,Background Noise,54.3,1.37,-109,-3.0
2025-12-13 02:58:02,INMP441,57.8,Background Noise,54.5,1.65,-105,7.3
2025-12-13 02:59:02,INMP441,57.8,Background Noise,54.5,1.38,-104,9.3
2025-12-13 03:00:02,INMP441,58.9,Background Noise,54.6,1.36,-108,7.0
2025-12-13 03:01:02,INMP441,58.2,Background Noise,54.3,1.83,-104,9.3
2025-12-13 03:02:02,INMP441,58.9,Background Noise,54.4,1.76,-109,3.0
2025-12-13 03:03:02,INMP441,58.7,Background Noise,54.4,1.99,-107,6.8
2025-12-13 03:04:02,INMP441,58.5,Background Noise,54.6,1.53,-109,5.5
2025-12-13 03:05:02,INMP441,58.7,Background Noise,54.6,1.39,-108,3.8
2025-12-13 03:06:02,INMP441,58.7,Background Noise,54.3,1.87,-111,4.0
2025-12-13 03:07:02,INMP441,58.6,Background Noise,54.3,1.96,-108,6.5
2025-12-13 03:08:02,INMP441,58.0,Background Noise,54.4,1.66,-106,7.0
2025-12-13 03:09:02,INMP441,58.0,Background Noise,54.4,1.44,-108,7.0
2025-12-13 03:10:02,INMP441,58.2,Background Noise,54.5,1.49,-104,9.5
2025-12-13 03:11:02,INMP441,57.7,Background Noise,54.5,1.6,-105,8.0
2025-12-13 03:12:02,INMP441,57.8,Background Noise,54.6,1.44,-108,6.3
2025-12-13 03:13:02,INMP441,58.4,Background Noise,54.4,1.65,-105,8.5
2025-12-13 03:14:03,INMP441,57.1,Background Noise,54.3,1.62,-107,7.0
2025-12-13 03:15:03,INMP441,58.1,Background Noise,54.3,1.71,-109,5.5
2025-12-13 03:16:03,INMP441,58.6,Background Noise,54.5,1.77,-108,6.0
2025-12-13 03:17:03,INMP441,58.2,Background Noise,54.6,1.46,-106,6.5
2025-12-13 03:18:03,INMP441,58.6,Background Noise,54.5,1.34,-107,4.5
2025-12-13 03:19:03,INMP441,59.2,Background Noise,54.4,1.75,-104,9.3
2025-12-13 03:20:03,INMP441,58.2,Background Noise,54.5,1.43,-109,5.8
2025-12-13 03:21:03,INMP441,58.3,Background Noise,54.4,1.51,-106,8.3
2025-12-13 03:22:03,INMP441,57.7,Background Noise,54.5,1.5,-109,5.5
2025-12-13 03:23:03,INMP441,58.2,Background Noise,54.6,1.4,-108,6.5
2025-12-13 03:24:03,INMP441,57.9,Background Noise,54.4,1.84,-106,7.8
2025-12-13 03:25:03,INMP441,58.1,Background Noise,54.3,1.43,-105,9.3
2025-12-13 03:26:03,INMP441,58.5,Background Noise,54.5,1.52,-109,6.3
2025-12-13 03:27:03,INMP441,59.0,Background Noise,54.3,1.74,-110,5.5
2025-12-13 03:28:03,INMP441,58.5,Background Noise,54.5,1.42,-110,5.5
2025-12-13 03:29:03,INMP441,58.1,Background Noise,54.5,1.43,-105,9.8
2025-12-13 03:30:03,INMP441,57.9,Background Noise,54.4,1.64,-106,6.5
2025-12-13 03:31:03,INMP441,58.0,Background Noise,54.4,1.37,-107,3.5
2025-12-13 03:32:03,INMP441,59.0,Background Noise,54.4,1.7,-107,8.3
2025-12-13 03:33:03,INMP441,57.7,Background Noise,54.4,1.41,-103,11.0
2025-12-13 03:34:03,INMP441,59.4,Background Noise,54.5,1.5,-109,6.8
2025-12-13 03:35:03,INMP441,58.7,Background Noise,54.4,1.53,-106,8.3
2025-12-13 03:36:03,INMP441,57.9,Background Noise,54.5,1.73,-109,6.3
2025-12-13 03:37:03,INMP441,78.6,Background Noise,54.6,2.95,-107,7.8
2025-12-13 03:38:03,INMP441,57.9,Background Noise,54.5,1.3,-104,10.3
2025-12-13 03:39:03,INMP441,79.0,Background Noise,54.5,2.49,-108,6.8
2025-12-13 03:40:03,INMP441,57.8,Background Noise,54.5,1.44,-106,9.0
2025-12-13 03:41:03,INMP441,57.7,Background Noise,54.2,1.76,-108,6.8
2025-12-13 03:42:03,INMP441,58.9,Background Noise,54.5,1.53,-104,8.5
2025-12-13 03:43:03,INMP441,58.4,Background Noise,54.2,1.72,-105,10.0
2025-12-13 03:44:04,INMP441,58.4,Background Noise,54.3,1.95,-107,8.3
2025-12-13 03:45:04,INMP441,57.5,Background Noise,54.5,1.59,-104,8.0
2025-12-13 03:46:04,INMP441,58.0,Background Noise,54.4,1.35,-107,8.0
2025-12-13 03:47:04,INMP441,58.0,Background Noise,54.6,1.36,-104,10.3
2025-12-13 03:48:04,INMP441,58.7,Background Noise,54.4,1.49,-107,8.3
2025-12-13 03:49:04,INMP441,58.4,Background Noise,54.6,1.51,-105,9.0
2025-12-13 03:50:04,INMP441,58.4,Background Noise,54.3,1.62,-107,8.0
2025-12-13 03:51:04,INMP441,58.6,Background Noise,54.3,1.72,-103,11.0
2025-12-13 03:52:04,INMP441,58.1,Background Noise,54.4,1.5,-109,6.5
2025-12-13 03:53:04,INMP441,58.8,Background Noise,54.4,1.6,-104,10.3
2025-12-13 03:54:04,INMP441,58.0,Background Noise,54.6,1.38,-108,7.3
2025-12-13 03:55:04,INMP441,58.4,Background Noise,54.6,1.48,-107,7.5
2025-12-13 03:56:04,INMP441,57.6,Background Noise,54.5,1.76,-104,8.8
2025-12-13 03:57:04,INMP441,57.9,Background Noise,54.5,1.49,-104,9.3
2025-12-13 03:58:04,INMP441,57.6,Background Noise,54.4,1.39,-110,5.5
2025-12-13 03:59:04,INMP441,58.4,Background Noise,54.4,1.42,-109,6.0
2025-12-13 04:00:04,INMP441,58.4,Background Noise,54.3,1.49,-106,8.3
2025-12-13 04:01:04,INMP441,57.7,Background Noise,54.4,1.41,-104,8.8
2025-12-13 04:02:04,INMP441,58.5,Background Noise,54.5,1.52,-107,8.0
2025-12-13 04:03:04,INMP441,58.7,Background Noise,54.4,1.78,-104,10.0
2025-12-13 04:04:04,INMP441,59.3,Background Noise,54.5,1.43,-103,10.5
2025-12-13 04:05:04,INMP441,58.2,Background Noise,54.2,1.59,-104,10.3
2025-12-13 04:06:04,INMP441,58.3,Background Noise,54.3,1.71,-107,8.0
2025-12-13 04:07:04,INMP441,57.4,Background Noise,54.4,1.35,-108,6.0
2025-12-13 04:08:04,INMP441,58.0,Background Noise,54.5,1.36,-109,6.0
2025-12-13 04:09:04,INMP441,58.0,Background Noise,54.6,1.37,-105,8.5
2025-12-13 04:10:04,INMP441,57.8,Background Noise,54.2,1.61,-103,10.3
2025-12-13 04:11:05,INMP441,58.3,Background Noise,54.5,1.69,-104,10.3
2025-12-13 04:12:05,INMP441,58.1,Background Noise,54.4,1.71,-108,7.3
2025-12-13 04:13:05,INMP441,58.4,Background Noise,54.5,1.99,-108,7.0
2025-12-13 04:14:05,INMP441,58.7,Background Noise,54.6,1.46,-107,8.3
2025-12-13 04:15:05,INMP441,58.8,Background Noise,54.5,1.52,-105,8.8
2025-12-13 04:16:05,INMP441,57.8,Background Noise,54.4,1.4,-106,8.5
2025-12-13 04:17:05,INMP441,57.9,Background Noise,54.4,1.46,-106,8.5
2025-12-13 04:18:05,INMP441,58.4,Background Noise,54.4,1.47,-108,7.0
2025-12-13 04:19:05,INMP441,57.7,Background Noise,54.4,1.38,-104,10.0
2025-12-13 04:20:05,INMP441,58.6,Background Noise,54.5,1.38,-109,5.5
2025-12-13 04:21:05,INMP441,58.0,Background Noise,54.5,1.46,-104,10.3
2025-12-13 04:22:05,INMP441,58.4,Background Noise,54.3,1.5,-104,8.8
2025-12-13 04:23:05,INMP441,58.3,Background Noise,54.5,1.88,-107,7.5
2025-12-13 04:24:05,INMP441,57.5,Background Noise,54.5,1.79,-106,8.5
2025-12-13 04:25:05,INMP441,58.4,Background Noise,54.5,1.36,-107,7.3
2025-12-13 04:26:05,INMP441,59.0,Background Noise,54.5,1.72,-106,8.8
2025-12-13 04:27:05,INMP441,58.3,Background Noise,54.4,1.38,-104,10.5
2025-12-13 04:28:05,INMP441,58.0,Background Noise,54.3,1.68,-105,8.0
2025-12-13 04:29:05,INMP441,58.3,Background Noise,54.3,1.7,-110,5.0
2025-12-13 04:30:05,INMP441,58.5,Background Noise,54.5,1.65,-107,8.3
2025-12-13 04:31:05,INMP441,57.9,Background Noise,54.7,1.43,-103,10.0
2025-12-13 04:32:05,INMP441,57.9,Background Noise,54.5,1.39,-107,7.3
2025-12-13 04:33:05,INMP441,57.7,Background Noise,54.3,1.66,-106,6.8
2025-12-13 04:34:05,INMP441,57.9,Background Noise,54.2,2.1,-102,10.8
2025-12-13 04:35:05,INMP441,58.1,Background Noise,54.3,1.73,-105,9.0
2025-12-13 04:36:05,INMP441,57.9,Background Noise,54.6,1.49,-107,7.8
2025-12-13 04:37:06,INMP441,58.0,Background Noise,54.4,1.4,-104,10.0
2025-12-13 04:38:06,INMP441,58.1,Background Noise,54.4,1.48,-107,8.0
2025-12-13 04:39:06,INMP441,58.1,Background Noise,54.3,1.46,-106,9.0
2025-12-13 04:40:06,INMP441,58.0,Background Noise,54.2,1.44,-106,7.0
2025-12-13 04:41:06,INMP441,57.6,People,54.6,1.43,-104,10.5
2025-12-13 04:42:06,INMP441,58.6,Background Noise,54.6,1.48,-104,8.5
2025-12-13 04:43:06,INMP441,57.9,Background Noise,54.5,1.68,-108,7.8
2025-12-13 04:44:06,INMP441,59.1,Background Noise,54.5,1.88,-107,8.5
2025-12-13 04:45:06,INMP441,58.4,Background Noise,54.4,1.43,-104,9.8
2025-12-13 04:46:06,INMP441,58.3,Background Noise,54.5,1.5,-102,10.3
2025-12-13 04:47:06,INMP441,58.2,Background Noise,54.5,1.65,-106,8.8
2025-12-13 04:48:06,INMP441,58.9,People,54.4,1.67,-105,8.5
2025-12-13 04:49:06,INMP441,57.8,Background Noise,54.3,1.51,-104,9.5
2025-12-13 04:50:06,INMP441,58.4,Background Noise,54.5,1.45,-107,8.3
2025-12-13 04:51:06,INMP441,57.4,Background Noise,54.3,1.48,-108,7.0
2025-12-13 04:52:06,INMP441,58.3,Background Noise,54.5,1.43,-103,11.0
2025-12-13 04:53:06,INMP441,57.8,Background Noise,54.7,1.35,-104,8.3
2025-12-13 04:54:06,INMP441,57.9,Background Noise,54.6,1.65,-103,10.5
2025-12-13 04:55:06,INMP441,58.6,Background Noise,54.4,1.45,-107,8.3
2025-12-13 04:56:06,INMP441,58.8,Background Noise,54.2,1.45,-107,8.0
2025-12-13 04:57:06,INMP441,58.0,Background Noise,54.5,1.92,-104,8.5
2025-12-13 04:58:06,INMP441,57.5,Background Noise,54.6,1.35,-104,10.3
2025-12-13 04:59:06,INMP441,57.5,Background Noise,54.3,1.71,-107,8.0
2025-12-13 05:00:06,INMP441,58.1,Background Noise,54.6,1.69,-108,6.8
2025-12-13 05:01:06,INMP441,59.4,Background Noise,54.7,1.48,-103,11.3
2025-12-13 05:02:06,INMP441,58.2,Background Noise,54.5,1.46,-105,9.3
2025-12-13 05:03:07,INMP441,58.0,Background Noise,54.4,1.55,-108,6.5
2025-12-13 05:04:07,INMP441,57.9,Background Noise,54.4,1.57,-107,8.3
2025-12-13 05:05:07,INMP441,58.2,Background Noise,54.5,1.96,-105,7.8
2025-12-13 05:06:07,INMP441,58.1,Background Noise,54.5,1.44,-104,11.3
2025-12-13 05:07:07,INMP441,59.1,Background Noise,54.4,1.76,-107,8.5
2025-12-13 05:08:07,INMP441,58.5,Background Noise,54.5,1.94,-107,6.3
2025-12-13 05:09:07,INMP441,58.0,Background Noise,54.6,1.51,-103,11.0
2025-12-13 05:10:07,INMP441,57.4,Background Noise,54.3,1.63,-105,9.3
2025-12-13 05:11:07,INMP441,57.9,Background Noise,54.6,1.4,-107,7.8
2025-12-13 05:12:07,INMP441,57.8,Background Noise,54.5,1.71,-107,8.5
2025-12-13 05:13:07,INMP441,57.8,Background Noise,54.4,1.5,-105,7.8
2025-12-13 05:14:07,INMP441,58.5,Background Noise,54.3,1.43,-105,9.8
2025-12-13 05:15:07,INMP441,58.9,Background Noise,54.4,1.47,-104,11.0
2025-12-13 05:16:07,INMP441,58.0,Background Noise,54.5,1.76,-107,8.0
2025-12-13 05:17:07,INMP441,57.6,Background Noise,54.4,1.41,-106,8.0
2025-12-13 05:18:07,INMP441,57.7,Background Noise,54.4,1.43,-105,9.5
2025-12-13 05:19:07,INMP441,58.3,Background Noise,54.5,1.51,-106,9.0
2025-12-13 05:20:07,INMP441,58.2,Background Noise,54.6,1.51,-107,8.3
2025-12-13 05:21:07,INMP441,59.1,Background Noise,54.4,1.74,-107,6.3
2025-12-13 05:22:07,INMP441,58.3,Background Noise,54.6,1.52,-102,11.0
2025-12-13 05:23:07,INMP441,57.9,Background Noise,54.5,1.37,-107,7.3
2025-12-13 05:24:07,INMP441,58.8,Background Noise,54.5,1.8,-104,10.0
2025-12-13 05:25:07,INMP441,57.8,Background Noise,54.3,1.46,-104,10.5
